,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
827,20,RL,8529,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,TA,PConc,20,0,1434,1454,GasA,Ex,1434,0,0,1434,3,6,Typ,2,527,290,39,0,0,0,0,0,4,2009,WD,Normal,189000
828,60,RL,28698,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,TA,PConc,249,764,0,1013,GasA,TA,1160,966,0,2126,3,7,Min2,2,538,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000
829,160,FV,2544,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,600,600,GasA,Ex,520,623,80,1223,2,4,Typ,2,480,0,166,0,0,0,0,0,7,2006,WD,Normal,147400
830,20,RL,11900,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,1040,0,352,1392,GasA,TA,1392,0,0,1392,3,6,Typ,2,458,0,0,0,0,192,0,0,6,2008,WD,Normal,166000
831,160,FV,3180,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,600,600,GasA,Ex,520,600,80,1200,2,4,Typ,2,480,0,166,0,0,0,0,0,6,2006,WD,Normal,151000
832,60,RL,9548,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,483,0,458,941,GasA,Ex,941,888,0,1829,3,7,Typ,2,613,192,39,0,0,0,0,0,1,2010,WD,Normal,237000
833,20,RL,10004,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,TA,CBlock,196,345,975,1516,GasA,TA,1516,0,0,1516,3,6,Typ,2,472,0,0,0,0,152,0,0,2,2009,WD,Normal,167000
834,20,RL,7875,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,572,0,572,1144,GasA,Gd,1144,0,0,1144,3,6,Typ,2,456,0,0,0,0,0,0,0,9,2008,WD,Normal,139950
835,20,RL,9600,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,TA,CBlock,442,0,625,1067,GasA,TA,1067,0,0,1067,2,4,Min2,2,436,290,0,0,0,0,0,0,2,2010,WD,Normal,128000
836,30,RM,8100,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,TA,BrkTil,338,0,1221,1559,GasA,Gd,1559,0,0,1559,2,5,Min2,2,812,0,116,230,0,0,0,0,6,2007,COD,Normal,153500
837,160,RM,1680,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,330,0,153,483,GasA,TA,483,504,0,987,2,5,Typ,1,264,0,0,0,0,0,0,0,11,2008,WD,Normal,100000
838,20,RL,9525,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1099,1099,GasA,Ex,1099,0,0,1099,3,6,Typ,1,352,278,0,0,0,0,0,0,6,2008,WD,Normal,144000
839,50,RL,11767,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,352,0,416,768,GasA,Ex,768,432,0,1200,3,6,Typ,1,240,0,0,0,0,0,0,0,5,2008,WD,Normal,130500
840,70,RH,12155,Inside,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,156,0,516,672,GasA,TA,810,672,0,1482,4,7,Typ,1,400,0,0,254,0,0,0,0,3,2008,WD,Normal,140000
841,70,RM,10440,Inside,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,650,650,GasA,Gd,958,581,0,1539,3,8,Typ,2,686,70,78,68,0,0,0,0,6,2008,WD,Normal,157500
842,80,RL,9020,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,312,539,276,1127,GasA,TA,1165,0,0,1165,3,6,Typ,2,490,0,129,0,0,0,0,0,5,2008,WD,Normal,174900
843,90,RL,8000,Corner,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,TA,CBlock,0,0,1800,1800,GasA,Ex,1800,0,0,1800,6,10,Typ,0,0,0,0,0,0,0,0,0,7,2007,WD,Normal,141000
844,50,RM,12665,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,876,876,GasA,Gd,876,540,0,1416,4,7,Typ,3,720,418,0,194,0,0,0,0,6,2008,WD,Normal,153900
845,85,RL,16647,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,1390,0,0,1390,GasA,TA,1701,0,0,1701,3,6,Min2,2,611,0,0,0,0,0,0,0,1,2007,WD,Normal,171000
846,60,RL,9317,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,TA,PConc,513,0,227,740,GasA,Ex,1006,769,0,1775,3,7,Typ,2,425,234,72,192,0,0,0,0,7,2009,WD,Normal,213000
847,20,RL,15523,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,TA,CBlock,460,0,404,864,GasA,Ex,864,0,0,864,3,5,Typ,1,338,0,0,0,0,0,0,0,8,2009,WD,Normal,133500
848,50,RL,45600,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,907,907,GasA,TA,1307,1051,0,2358,5,10,Typ,2,360,486,40,0,0,175,0,0,9,2008,WD,Normal,240000
849,80,RL,9600,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,Gd,CBlock,0,0,528,528,GasA,Ex,1094,761,0,1855,3,7,Typ,2,512,113,100,0,0,0,0,0,8,2007,WD,Normal,187000
850,120,RM,4435,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,659,0,189,848,GasA,Ex,848,0,0,848,1,3,Typ,2,420,140,0,0,0,0,0,0,11,2007,WD,Normal,131500
851,120,RL,3196,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1273,1273,GasA,Ex,1456,0,0,1456,2,7,Typ,2,400,143,20,0,0,0,0,0,5,2006,WD,Normal,215000
852,75,RL,7128,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,364,0,554,918,GasA,Gd,918,728,0,1646,4,7,Typ,1,240,0,0,0,0,126,0,0,8,2007,WD,Normal,164000
853,80,RL,12095,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,Gd,CBlock,564,0,563,1127,GasA,TA,1445,0,0,1445,3,7,Typ,2,645,180,0,0,0,0,0,0,8,2009,WD,Normal,158000
854,20,RL,17920,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,TA,CBlock,306,1085,372,1763,GasA,TA,1779,0,0,1779,3,6,Typ,2,454,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000
855,20,RL,6897,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,Gd,CBlock,659,0,381,1040,GasA,Ex,1040,0,0,1040,3,6,Typ,1,260,0,104,0,0,0,0,0,4,2010,WD,Normal,127000
856,80,RL,10970,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,TA,CBlock,505,435,0,940,GasA,TA,1026,0,0,1026,3,5,Typ,2,576,0,0,34,0,0,0,0,10,2008,WD,Normal,147000
857,60,RL,8125,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,TA,PConc,0,0,702,702,GasA,Gd,702,779,0,1481,3,6,Typ,2,343,0,36,0,0,0,0,0,3,2009,WD,Normal,174000
858,20,RL,10400,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,1090,1090,GasA,TA,1370,0,0,1370,3,6,Typ,2,479,0,0,0,0,0,0,0,6,2009,WD,Family,152000
859,60,RL,11029,Corner,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,619,0,435,1054,GasA,TA,1512,1142,0,2654,4,9,Typ,2,619,0,65,0,0,222,0,0,8,2006,WD,Normal,250000
860,50,RL,7642,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,912,912,GasA,Gd,912,514,0,1426,3,7,Typ,1,216,0,240,0,0,0,0,0,6,2007,WD,Normal,189950
861,190,RL,11625,Inside,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,TA,PConc,841,0,198,1039,GasA,Ex,1039,0,0,1039,3,6,Typ,2,504,0,0,0,0,0,0,0,4,2010,WD,Normal,131500
862,20,RL,9672,Corner,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,TA,PConc,338,0,702,1040,GasA,TA,1097,0,0,1097,3,6,Typ,2,480,0,0,0,0,0,0,0,5,2010,WD,Normal,152000
863,20,RL,7931,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,TA,CBlock,1148,0,0,1148,GasA,TA,1148,0,0,1148,3,6,Typ,1,672,0,0,0,0,0,0,0,7,2009,WD,Normal,132500
864,20,FV,8640,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1372,1372,GasA,Ex,1372,0,0,1372,3,6,Typ,2,529,0,140,0,0,0,0,0,5,2008,New,Partial,250580
865,20,RL,8750,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,828,0,174,1002,GasA,TA,1002,0,0,1002,3,5,Typ,2,902,0,0,0,0,0,0,0,8,2009,WD,Normal,148500
866,20,RL,10656,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1638,1638,GasA,Ex,1646,0,0,1646,3,6,Typ,3,870,192,80,0,0,0,0,0,11,2007,New,Partial,248900
867,20,RL,6970,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,932,0,108,1040,GasA,TA,1120,0,0,1120,3,5,Typ,2,544,168,0,0,0,0,0,400,5,2007,WD,Normal,129000
868,60,RL,14762,Corner,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,TA,Slab,0,0,0,0,GasA,Gd,1547,720,53,2320,2,7,Typ,2,672,120,144,0,0,0,0,0,5,2006,WD,Normal,169000
869,60,RL,9938,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,TA,PConc,750,0,300,1050,GasA,Ex,1062,887,0,1949,3,8,Typ,2,574,156,90,0,0,0,0,0,6,2010,WD,Normal,236000
870,20,RL,6600,Inside,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,894,894,GasA,Gd,894,0,0,894,2,5,Typ,1,308,0,0,0,0,0,0,0,8,2009,WD,Normal,109500
871,60,RL,8750,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,PConc,505,0,299,804,GasA,Ex,804,878,0,1682,3,7,Typ,2,523,0,77,0,0,0,0,0,6,2010,WD,Normal,200500
872,20,RL,8892,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,TA,Stone,0,0,105,105,GasA,Gd,910,0,0,910,3,5,Typ,2,414,196,0,150,0,0,0,0,10,2008,WD,Normal,116000
873,40,RL,12144,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,375,0,457,832,GasA,Gd,1036,0,232,1268,3,6,Typ,1,288,0,28,0,0,0,0,0,9,2009,WD,Normal,133000
874,50,RM,5720,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,676,676,GasA,Ex,676,455,0,1131,3,5,Typ,1,200,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500
875,60,FV,9000,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,TA,PConc,64,0,1120,1184,GasA,Ex,1184,1426,0,2610,4,11,Typ,2,550,208,364,0,0,0,0,0,8,2007,New,Partial,303477
876,20,RL,25286,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,TA,PConc,633,0,431,1064,GasA,Gd,1040,0,0,1040,3,5,Typ,2,648,0,0,0,0,0,0,0,1,2007,WD,Normal,132250
877,60,RL,8834,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1170,0,292,1462,GasA,Ex,1462,762,0,2224,4,10,Typ,3,738,184,0,0,0,0,0,0,6,2009,WD,Normal,350000
878,85,RL,11782,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,899,0,210,1109,GasA,TA,1155,0,0,1155,3,6,Min2,2,576,192,0,0,0,0,0,400,6,2010,WD,Normal,148000
879,20,RL,7000,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,Gd,CBlock,646,0,218,864,GasA,Ex,864,0,0,864,3,6,Typ,1,336,0,0,0,0,0,0,0,7,2009,WD,Normal,136500
880,20,RL,7024,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,980,0,110,1090,GasA,Gd,1090,0,0,1090,2,5,Typ,2,450,0,49,0,0,0,0,0,6,2007,WD,Normal,157000
881,50,RL,13758,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,Gd,CBlock,902,0,254,1156,GasA,Ex,1187,530,0,1717,3,7,Typ,2,400,168,36,0,0,0,0,0,4,2007,WD,Normal,187500
882,60,RL,9636,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,808,808,GasA,Gd,808,785,0,1593,3,7,Typ,2,389,342,40,0,0,0,0,0,12,2009,WD,Normal,178000
883,75,RL,6204,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,795,795,GasA,TA,954,795,481,2230,5,10,Typ,1,440,0,188,0,0,0,0,0,3,2006,WD,Normal,118500
884,20,RL,7150,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,432,0,460,892,GasA,TA,892,0,0,892,3,5,Typ,1,288,0,0,0,0,0,0,0,7,2009,WD,Normal,100000
885,120,FV,5119,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,TA,PConc,1238,0,460,1698,GasA,Ex,1709,0,0,1709,2,5,Typ,2,506,97,65,0,0,0,0,0,1,2008,CWD,Abnorml,328900
886,90,RL,8393,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,528,0,1098,1626,GasA,Ex,1712,0,0,1712,4,8,Typ,2,588,272,54,0,0,0,0,0,6,2006,WD,Family,145000
887,50,RL,16466,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,0,0,816,816,GasA,TA,872,521,0,1393,3,8,Typ,1,300,121,0,0,0,265,0,0,4,2008,WD,Normal,135500
888,20,RL,15865,Inside,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,Gd,PConc,351,823,1043,2217,GasA,Ex,2217,0,0,2217,4,8,Typ,2,621,81,207,0,0,224,0,0,10,2007,WD,Normal,268000
889,20,RL,12160,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,1024,0,481,1505,GasA,Ex,1505,0,0,1505,2,6,Typ,2,505,0,0,0,162,0,0,0,2,2009,WD,Normal,149500
890,50,RL,8064,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,0,0,672,672,GasA,Ex,672,252,0,924,3,6,Typ,2,576,0,0,0,0,0,0,2000,7,2007,WD,Normal,122900
891,60,RL,11184,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,226,500,192,918,GasA,Gd,918,765,0,1683,3,7,Typ,2,440,243,0,0,0,0,0,0,7,2009,WD,Normal,172500
892,20,RL,8414,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,663,0,396,1059,GasA,TA,1068,0,0,1068,3,6,Typ,1,264,192,0,0,0,0,0,0,2,2006,WD,Normal,154500
893,20,RL,13284,Inside,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,TA,PConc,1064,0,319,1383,GasA,TA,1383,0,0,1383,3,6,Typ,1,354,511,116,0,0,0,0,0,6,2008,WD,Normal,165000
894,90,RL,7018,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,Slab,0,0,0,0,GasA,TA,1535,0,0,1535,4,8,Typ,2,400,0,0,0,0,0,0,0,6,2009,WD,Alloca,118858
895,60,RL,7056,Inside,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,400,0,380,780,GasA,TA,983,813,0,1796,4,8,Typ,2,483,0,50,0,0,0,0,0,10,2008,WD,Normal,140000
896,30,RM,8765,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,285,0,666,951,GasA,Ex,951,0,0,951,2,6,Typ,1,327,0,28,0,0,0,0,0,4,2006,WD,Abnorml,106500
897,90,RL,7018,Inside,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,Slab,0,0,0,0,GasA,TA,1120,1120,0,2240,6,12,Typ,2,528,154,0,0,0,0,0,0,6,2009,WD,Alloca,142953
898,20,RL,12919,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,TA,PConc,2188,0,142,2330,GasA,Ex,2364,0,0,2364,2,11,Typ,3,820,0,67,0,0,0,0,0,3,2010,New,Partial,611657
899,20,RL,6993,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,TA,CBlock,465,0,447,912,GasA,TA,1236,0,0,1236,3,6,Typ,1,288,0,0,0,0,0,0,0,6,2006,WD,Normal,135000
900,20,RL,7340,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,322,0,536,858,GasA,TA,858,0,0,858,2,4,Typ,1,684,0,0,0,0,0,0,0,6,2007,WD,Normal,110000
901,20,RL,8712,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,Gd,CBlock,860,0,132,992,GasA,TA,1306,0,0,1306,2,5,Typ,1,756,0,0,0,0,0,0,0,5,2009,WD,Normal,153000
902,60,RL,7875,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,783,783,GasA,Ex,807,702,0,1509,3,8,Typ,2,393,0,75,0,0,0,0,0,7,2006,WD,Normal,180000
903,20,RL,14859,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1670,1670,GasA,Ex,1670,0,0,1670,3,7,Typ,3,690,144,60,0,0,0,0,0,8,2006,New,Partial,240000
904,20,RL,6173,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,TA,CBlock,599,0,277,876,GasA,TA,902,0,0,902,3,6,Typ,1,288,0,0,0,0,0,0,0,8,2007,WD,Normal,125500
905,20,RL,9920,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,354,290,412,1056,GasA,TA,1063,0,0,1063,3,6,Typ,1,280,0,0,164,0,0,0,0,2,2010,WD,Normal,128000
906,20,RL,13501,Corner,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,63,0,1560,1623,GasA,Ex,1636,0,0,1636,3,8,Typ,3,865,0,60,0,0,0,0,0,6,2007,WD,Normal,255000
907,50,RL,11500,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,TA,CBlock,223,0,794,1017,GasA,Gd,1020,1037,0,2057,3,6,Typ,1,180,0,0,0,0,322,0,0,6,2006,WD,Normal,250000
908,20,RL,8885,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,301,324,239,864,GasA,TA,902,0,0,902,2,5,Typ,2,484,164,0,0,0,0,0,0,6,2006,WD,Normal,131000
909,60,RL,12589,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,742,742,GasA,Ex,742,742,0,1484,3,8,Typ,2,390,36,24,0,0,0,0,0,6,2009,WD,Normal,174000
910,90,RL,11600,Corner,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,443,0,662,1105,GasA,TA,1105,1169,0,2274,5,12,Typ,2,480,0,0,0,0,0,0,0,1,2010,WD,Normal,154300
911,20,RL,9286,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,TA,CBlock,196,0,1072,1268,GasA,TA,1268,0,0,1268,3,5,Typ,1,252,173,0,0,0,0,0,0,10,2009,WD,Normal,143500
912,30,RM,6120,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,489,0,279,768,GasA,TA,1015,0,0,1015,3,6,Min1,1,450,0,0,112,0,120,0,620,7,2006,WD,Abnorml,88000
913,90,RH,6270,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,284,0,717,1001,GasA,TA,1001,1001,0,2002,4,8,Typ,3,871,0,0,0,0,0,0,0,8,2007,WD,Normal,145000
914,160,FV,3000,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,294,0,318,612,GasA,Ex,612,612,0,1224,2,4,Typ,2,528,0,234,0,0,0,0,0,6,2009,New,Partial,173733
915,160,RM,2001,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,0,0,546,546,GasA,Fa,546,546,0,1092,3,6,Typ,1,286,0,0,0,0,0,0,0,1,2007,WD,Normal,75000
916,20,C (all),9000,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,TA,CBlock,50,0,430,480,GasA,TA,480,0,0,480,1,4,Typ,1,308,0,0,0,0,0,0,0,10,2006,WD,Abnorml,35311
917,20,RL,17140,Inside,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,1059,0,75,1134,GasA,Ex,1229,0,0,1229,3,6,Typ,1,284,0,0,0,0,0,0,0,4,2009,WD,Normal,135000
918,60,RL,13125,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,PConc,48,634,422,1104,GasA,Ex,912,1215,0,2127,4,8,Typ,3,833,72,192,224,0,0,0,0,11,2007,WD,Normal,238000
919,20,RL,11029,Corner,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,528,411,245,1184,GasA,Ex,1414,0,0,1414,3,6,Min1,2,601,0,51,0,0,190,0,0,5,2008,WD,Normal,176500
920,60,RL,8462,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,Gd,PConc,814,0,114,928,GasA,Ex,936,785,0,1721,3,7,Typ,2,471,300,87,0,0,0,0,0,7,2007,WD,Normal,201000
921,90,RL,8777,Inside,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,1084,0,188,1272,GasA,Gd,1272,928,0,2200,4,9,Typ,0,0,0,70,0,0,0,0,0,9,2008,WD,Normal,145900
