Id,MSSubClass,MSZoning,LotArea,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
1088,160,RM,2522,Inside,7,5,2004,2004,0,0,970,970,970,739,0,1709,3,7,2,380,0,40,0,0,0,0,0,4,2006,WD,137500
1089,120,FV,3316,Inside,8,5,2005,2005,1039,0,208,1247,1247,0,0,1247,1,4,2,550,0,84,0,0,0,0,0,4,2006,WD,197000
1090,90,RL,8544,Corner,3,4,1950,1950,0,0,0,0,1040,0,0,1040,2,6,2,400,0,0,0,0,0,0,0,6,2009,WD,92900
1091,160,FV,2160,Inside,7,5,1999,2000,510,0,90,600,624,628,0,1252,2,4,2,462,0,48,0,0,0,0,0,3,2008,WD,160000
1092,50,RL,8400,Inside,6,5,1925,1950,423,0,758,1181,1390,304,0,1694,4,7,2,576,342,0,128,0,0,0,0,6,2008,WD,136500
1093,20,RL,9230,Corner,5,8,1965,1998,661,0,203,864,1200,0,0,1200,1,6,2,884,0,64,0,0,0,0,0,10,2006,WD,146000
1094,20,RL,5868,Inside,5,7,1956,2000,248,240,448,936,936,0,0,936,2,4,1,308,0,0,80,0,160,0,0,5,2010,WD,129000
1095,20,RL,9317,Inside,6,5,2006,2006,24,0,1290,1314,1314,0,0,1314,3,6,2,440,0,22,0,0,0,0,0,3,2007,WD,176432
1096,70,RM,6882,Inside,6,7,1914,2006,0,0,684,684,773,582,0,1355,3,7,0,0,136,0,115,0,0,0,0,3,2007,WD,127000
1097,120,RL,3696,Inside,8,5,1986,1986,0,0,1074,1074,1088,0,0,1088,2,5,2,461,0,74,137,0,0,0,0,10,2007,WD,170000
1098,50,RM,6000,Inside,4,6,1936,1950,672,0,0,672,757,567,0,1324,3,6,1,240,0,0,0,0,0,0,0,7,2009,WD,128000
1099,20,RL,11880,Inside,7,5,1978,1978,704,0,567,1271,1601,0,0,1601,3,7,2,478,0,0,0,0,0,0,0,4,2009,COD,157000
1100,30,RL,8400,Inside,2,5,1920,1950,290,0,0,290,438,0,0,438,1,3,1,246,0,0,0,0,0,0,0,1,2009,WD,60000
1101,20,RL,9758,Inside,5,5,1971,1971,412,287,251,950,950,0,0,950,3,5,1,280,0,0,0,0,0,0,0,7,2007,WD,119500
1102,20,RL,7000,Inside,5,7,1960,2002,588,0,422,1010,1134,0,0,1134,2,6,1,254,0,16,0,0,0,0,0,4,2007,WD,135000
1103,20,RL,8910,Corner,6,6,1959,1959,655,0,0,655,1194,0,0,1194,3,6,2,539,0,0,192,0,0,0,0,7,2006,WD,159500
1104,160,RM,2016,Inside,5,5,1970,1970,0,0,630,630,630,672,0,1302,3,6,2,440,0,0,0,0,0,0,0,4,2007,WD,106000
1105,60,RL,12256,Corner,8,5,1994,1995,1032,0,431,1463,1500,1122,0,2622,3,9,2,712,186,32,0,0,0,0,0,4,2010,WD,325000
1106,20,RL,10357,Corner,7,5,1990,1991,738,0,172,910,1442,0,0,1442,3,6,2,719,0,244,0,0,0,0,0,5,2007,WD,179900
1107,60,RL,23257,CulDSac,7,5,2006,2006,0,0,868,868,887,1134,0,2021,3,9,2,422,0,100,0,0,0,0,0,9,2006,New,274725
1108,60,RL,8063,Inside,6,5,2000,2000,0,0,924,924,948,742,0,1690,3,7,2,463,100,48,0,0,0,0,0,11,2007,WD,181000
1109,20,RL,11362,Inside,8,5,2004,2005,1039,0,797,1836,1836,0,0,1836,3,7,3,862,125,185,0,0,0,0,0,3,2009,WD,280000
1110,60,RL,8000,Inside,6,5,1995,1996,219,0,554,773,773,885,0,1658,3,8,2,431,224,84,0,0,0,0,0,6,2008,WD,188000
1111,60,RL,10480,Inside,7,6,1976,1976,403,0,400,803,1098,866,0,1964,4,8,2,483,0,69,0,0,0,0,0,9,2008,WD,205000
1112,20,RL,7100,Corner,5,7,1957,1957,708,0,108,816,816,0,0,816,2,5,1,308,0,0,0,0,0,0,0,7,2006,WD,129900
1113,20,RL,8923,Inside,5,7,1953,2006,643,0,365,1008,1008,0,0,1008,2,6,1,240,0,18,0,0,0,0,0,5,2007,WD,134500
1114,20,RL,5400,Inside,5,7,1954,2000,415,0,418,833,833,0,0,833,2,4,1,326,0,0,0,0,0,0,0,8,2006,WD,117000
1115,20,RL,12085,Inside,8,5,2007,2007,1004,0,730,1734,1734,0,0,1734,3,7,3,928,0,0,0,0,0,0,0,11,2007,New,318000
1116,80,RL,7750,Inside,8,5,2002,2002,353,0,55,408,779,640,0,1419,3,7,2,527,120,0,0,0,0,0,0,3,2009,WD,184100
1117,20,RL,9764,FR2,5,7,1967,2003,702,0,192,894,894,0,0,894,3,5,2,450,0,0,0,0,0,0,0,5,2008,WD,130000
1118,80,RL,13825,Inside,5,6,1958,1987,0,0,533,533,1021,580,0,1601,3,6,1,300,280,34,0,0,0,0,0,12,2008,WD,140000
1119,20,RL,7560,Inside,5,5,1959,1959,369,0,671,1040,1040,0,0,1040,3,6,1,286,140,0,252,0,0,0,0,7,2006,WD,133700
1120,30,RM,8263,Inside,6,5,1920,1950,0,0,1012,1012,1012,0,0,1012,2,6,1,308,0,22,112,0,0,0,0,5,2007,WD,118400
1121,20,RL,10084,Inside,7,5,2005,2006,24,0,1528,1552,1552,0,0,1552,3,7,3,782,144,20,0,0,0,0,0,7,2006,New,212900
1122,20,RL,8926,Corner,4,3,1956,1956,0,0,672,672,960,0,0,960,3,5,1,288,64,0,0,0,160,0,0,10,2009,COD,112000
1123,20,RL,9405,Inside,5,9,1947,2008,0,0,698,698,698,0,0,698,2,4,0,0,0,200,0,0,0,0,0,6,2009,WD,118000
1124,80,RL,9125,Inside,7,5,1992,1992,0,0,384,384,812,670,0,1482,3,7,2,392,100,25,0,0,0,0,0,7,2007,WD,163900
1125,20,RL,10434,Inside,4,5,1955,1955,0,0,1005,1005,1005,0,0,1005,2,5,2,672,0,0,0,0,0,0,0,11,2009,WD,115000
1126,120,RL,3684,Inside,7,5,2007,2007,0,0,1373,1373,1555,0,0,1555,2,7,3,660,143,20,0,0,0,0,0,6,2009,WD,174000
1127,20,RL,14572,Corner,7,5,2004,2004,1300,0,230,1530,1530,0,0,1530,3,7,3,630,144,36,0,0,0,0,0,11,2007,WD,259000
1128,60,RL,11796,Inside,7,5,2004,2005,0,0,847,847,847,1112,0,1959,4,8,2,434,100,48,0,0,0,0,0,7,2007,WD,215000
1129,90,RM,7200,Inside,5,5,1980,1980,936,0,0,936,936,0,0,936,2,4,2,672,49,0,0,0,0,0,0,8,2007,WD,140000
1130,50,RL,7804,Inside,4,3,1928,1950,622,0,500,1122,1328,653,0,1981,4,7,2,576,431,44,0,0,0,0,0,12,2009,WD,135000
1131,20,RL,10712,Inside,5,5,1991,1992,212,0,762,974,974,0,0,974,3,5,0,0,0,28,0,0,0,0,0,9,2007,Oth,93500
1132,70,RM,9900,Inside,6,4,1880,1950,0,0,1008,1008,1178,1032,0,2210,5,8,1,205,0,48,0,0,0,0,0,5,2007,WD,117500
1133,60,RL,9828,Inside,8,5,1995,1995,584,0,544,1128,1142,878,0,2020,3,8,2,466,0,155,0,0,0,0,0,6,2009,WD,239500
1134,60,RL,8773,Inside,6,5,1997,1997,0,0,916,916,916,684,0,1600,3,7,2,460,100,38,0,0,0,0,0,8,2007,WD,169000
1135,30,RM,6180,Corner,6,5,1926,1950,0,0,960,960,986,0,0,986,2,5,1,180,0,128,0,0,0,0,0,5,2007,WD,102000
1136,50,RL,9600,Inside,6,5,1950,1950,280,0,752,1032,1032,220,0,1252,3,6,1,288,0,0,96,0,0,0,0,4,2008,WD,119000
1137,50,RL,6342,Inside,5,8,1875,1996,0,0,780,780,780,240,0,1020,2,6,0,0,0,0,176,0,0,0,0,5,2010,WD,94000
1138,20,RL,9819,Inside,6,5,1977,1977,1567,0,0,1567,1567,0,0,1567,2,5,2,714,264,32,0,0,0,0,0,5,2009,WD,196000
1139,30,RL,8731,Inside,5,5,1920,1950,645,0,270,915,1167,0,0,1167,3,6,2,495,0,0,216,0,126,0,0,5,2007,WD,144000
1140,20,RL,7350,Corner,5,7,1951,1951,852,0,100,952,952,0,0,952,2,4,2,840,0,0,0,0,0,0,0,6,2008,COD,139000
1141,60,RL,10304,CulDSac,5,7,1976,1976,381,0,399,780,1088,780,0,1868,4,9,2,484,448,96,0,0,0,0,0,10,2009,WD,197500
1142,60,RL,9965,Inside,8,5,2006,2007,1150,0,316,1466,1466,1362,0,2828,4,11,3,1052,125,144,0,0,0,0,0,4,2007,New,424870
1143,20,RL,9000,Inside,5,3,1959,1959,288,0,718,1006,1006,0,0,1006,3,5,0,0,0,24,0,0,0,0,0,7,2008,WD,80000
1144,190,RL,12180,Inside,4,4,1941,1950,348,0,324,672,672,252,0,924,2,5,1,280,0,0,0,0,0,0,0,7,2010,WD,80000
1145,50,RM,6240,Inside,5,6,1928,1950,0,0,1042,1042,1042,534,0,1576,3,8,1,225,0,0,0,0,0,0,0,8,2006,WD,149000
1146,20,RL,11200,Inside,6,5,1985,1985,1258,0,40,1298,1298,0,0,1298,3,5,2,403,165,26,0,0,0,0,0,5,2006,WD,180000
1147,70,RL,12000,Inside,7,7,1941,1950,275,0,429,704,860,704,0,1564,3,7,1,234,0,0,0,0,0,0,0,7,2009,WD,174500
1148,50,RM,5700,Inside,7,7,1926,1950,0,0,572,572,572,539,0,1111,2,5,1,288,0,0,176,0,0,0,0,8,2008,WD,116900
1149,70,RM,9000,Inside,7,9,1920,1988,624,0,26,650,832,650,0,1482,3,7,2,324,0,0,0,0,0,0,0,7,2009,WD,143000
1150,20,RL,8280,Inside,6,5,1950,1950,0,0,932,932,932,0,0,932,2,4,1,306,0,0,214,0,0,0,0,11,2007,WD,124000
1151,20,RL,17755,Inside,5,4,1959,1959,176,0,1290,1466,1466,0,0,1466,3,6,2,528,0,140,0,0,100,0,0,11,2006,WD,149900
1152,20,RL,14115,Inside,6,7,1956,2004,296,547,230,1073,1811,0,0,1811,2,6,2,470,0,0,280,0,0,0,0,7,2006,WD,230000
1153,30,RM,5890,Corner,6,8,1930,2007,538,0,278,816,816,0,0,816,2,5,1,432,0,0,96,0,0,0,0,6,2008,WD,120500
1154,60,RL,13700,Inside,7,6,1965,1988,454,0,410,864,902,918,0,1820,4,8,2,492,60,84,0,0,273,0,0,5,2008,WD,201800
1155,20,RL,10768,Corner,5,8,1976,2004,1157,0,280,1437,1437,0,0,1437,3,6,2,528,0,21,0,0,180,0,0,7,2007,WD,218000
1156,80,RL,9350,Inside,5,8,1965,1999,633,0,586,1219,1265,0,0,1265,3,6,2,502,0,92,0,96,0,0,0,10,2008,WD,179900
1157,120,RL,5001,Inside,7,5,2007,2008,904,0,410,1314,1314,0,0,1314,2,6,2,626,172,62,0,0,0,0,0,7,2009,WD,230000
1158,20,RL,11932,FR2,8,5,2007,2008,0,0,1580,1580,1580,0,0,1580,3,7,3,830,0,24,0,0,0,0,0,6,2008,ConLD,235128
1159,60,RL,9120,Inside,6,6,1974,1974,442,0,459,901,943,933,0,1876,4,8,2,540,0,69,0,0,0,0,0,7,2008,WD,185000
1160,160,RL,2280,Inside,6,5,1978,1978,311,0,544,855,855,601,0,1456,3,7,2,440,26,0,0,0,0,0,0,7,2010,WD,146000
1161,20,RL,14778,CulDSac,6,7,1954,2006,728,0,568,1296,1640,0,0,1640,3,7,2,924,108,0,0,216,0,0,0,11,2008,WD,224000
1162,20,RL,8724,Inside,5,5,1968,1968,492,0,402,894,894,0,0,894,3,5,2,450,0,0,0,0,0,0,0,5,2007,WD,129000
1163,90,RL,12900,Inside,4,4,1969,1969,1198,0,0,1198,1258,0,0,1258,0,6,2,400,120,0,0,0,0,0,0,1,2008,WD,108959
1164,80,RL,16157,FR2,5,7,1978,1978,680,391,289,1360,1432,0,0,1432,2,5,2,588,168,180,0,0,0,0,0,6,2007,WD,194000
1165,20,RL,9541,Inside,7,5,2009,2009,0,0,1502,1502,1502,0,0,1502,3,7,2,644,0,114,0,0,0,0,0,9,2009,New,233170
1166,20,RL,10475,Corner,8,5,2008,2008,0,0,1694,1694,1694,0,0,1694,3,7,3,776,160,33,0,0,0,0,0,2,2010,WD,245350
1167,60,RL,10852,Inside,6,5,2000,2000,786,0,173,959,959,712,0,1671,3,7,2,472,0,38,0,0,0,0,0,2,2006,WD,173000
1168,70,RL,13728,Corner,6,7,1935,1986,626,0,501,1127,1236,872,0,2108,4,7,2,540,0,0,0,0,90,0,0,7,2008,WD,235000
1169,60,RL,35760,CulDSac,10,5,1995,1996,1387,0,543,1930,1831,1796,0,3627,4,10,3,807,361,76,0,0,0,0,0,7,2006,WD,625000
1170,80,RL,9880,Inside,6,6,1977,1977,522,0,574,1096,1118,0,0,1118,3,6,1,358,203,0,0,0,0,576,0,7,2008,WD,171000
1171,20,RL,9120,Inside,6,6,1958,1958,662,0,599,1261,1261,0,0,1261,3,6,2,433,0,0,0,0,288,0,1400,11,2008,WD,163000
1172,160,FV,4017,Inside,7,5,2006,2007,0,0,625,625,625,625,0,1250,2,5,2,625,0,54,0,0,0,0,0,3,2008,WD,171900
1173,50,RL,18030,Inside,5,6,1946,1994,152,469,977,1598,1636,971,479,3086,3,12,0,0,122,0,0,0,0,0,0,3,2007,WD,200500
1174,70,RL,16560,Inside,6,8,1932,1950,503,0,449,952,1170,1175,0,2345,4,9,2,360,0,0,0,0,0,0,0,7,2006,WD,239000
1175,50,RL,10678,Inside,8,5,1992,2000,700,0,983,1683,2129,743,0,2872,4,9,2,541,0,33,0,0,0,0,0,4,2007,WD,285000
1176,20,RL,6951,CulDSac,5,5,1984,1985,658,0,218,876,923,0,0,923,3,5,1,264,362,0,0,0,0,0,0,10,2008,WD,119500
1177,50,RM,3950,Inside,6,8,1926,2004,468,0,350,818,818,406,0,1224,3,5,1,210,0,0,116,0,0,0,0,12,2009,WD,115000
1178,50,RL,7681,FR2,5,6,1921,1950,0,0,731,731,820,523,0,1343,3,7,1,186,192,0,102,0,0,0,0,7,2009,WD,154900
1179,20,RL,8335,Corner,5,5,1954,1954,0,0,0,0,1124,0,0,1124,3,5,0,0,0,36,190,0,0,0,0,4,2006,WD,93000
1180,60,RL,11170,Corner,7,5,1990,1991,1216,0,0,1216,1298,1216,0,2514,4,8,2,693,0,0,0,0,0,0,0,4,2006,WD,250000
1181,120,RM,5587,Inside,8,5,2008,2008,1480,0,120,1600,1652,0,0,1652,2,5,2,482,162,53,0,153,0,0,0,11,2008,New,392500
1182,60,RL,15623,Corner,10,5,1996,1996,2096,0,300,2396,2411,2065,0,4476,4,10,3,813,171,78,0,0,0,555,0,7,2007,WD,745000
1183,30,RL,10800,Inside,5,6,1920,1950,821,0,299,1120,1130,0,0,1130,2,5,2,720,229,0,0,0,0,0,0,6,2006,WD,120000
1184,20,RL,35133,Inside,5,4,1963,1963,1159,0,413,1572,1572,0,0,1572,3,5,3,995,0,263,0,0,263,0,0,5,2007,WD,186700
1185,50,RL,9738,Inside,5,7,1924,1950,392,0,392,784,949,272,0,1221,4,7,1,392,0,0,236,0,0,0,0,3,2006,WD,104900
1186,190,RL,10615,Corner,3,5,1900,1970,440,0,538,978,1014,685,0,1699,3,7,2,420,0,74,0,0,0,0,0,8,2009,WD,95000
1187,20,RL,12461,Corner,8,5,1994,1995,1456,0,168,1624,1624,0,0,1624,2,5,3,757,0,114,192,0,0,0,0,7,2006,WD,262000
1188,60,RL,8935,Inside,7,5,2002,2002,0,0,831,831,831,829,0,1660,3,7,2,493,144,68,0,0,0,0,0,7,2009,WD,195000
1189,60,RL,7500,Inside,7,5,1999,1999,0,0,994,994,1028,776,0,1804,3,7,2,442,140,60,0,0,0,0,0,6,2010,WD,189000
1190,190,RL,32463,Inside,4,4,1961,1975,1159,0,90,1249,1622,0,0,1622,3,7,4,1356,439,0,0,0,0,0,0,3,2007,WD,168000
1191,160,FV,2645,Inside,8,5,1999,2000,0,0,776,776,764,677,0,1441,2,5,2,492,206,0,0,0,0,0,0,11,2007,WD,174000
1192,50,RM,9600,Inside,5,8,1925,1994,0,0,702,702,842,630,0,1472,3,6,1,250,0,0,84,0,0,0,0,7,2007,WD,125000
1193,120,RM,4500,FR2,6,5,1999,1999,883,0,341,1224,1224,0,0,1224,2,5,2,402,0,304,0,0,0,0,0,6,2009,WD,165000
1194,60,RL,9364,Corner,6,7,1969,1969,371,0,292,663,663,689,0,1352,4,7,1,299,379,36,0,0,0,0,0,3,2010,WD,158000
1195,60,RL,8029,Inside,6,5,2005,2005,0,0,728,728,728,728,0,1456,3,8,2,400,100,24,0,0,0,0,0,7,2008,WD,176000
1196,60,RL,14054,Inside,7,5,2006,2006,0,0,879,879,879,984,0,1863,4,9,3,660,100,17,0,0,0,0,0,11,2006,New,219210
1197,75,RM,8850,Corner,7,6,1916,1950,0,0,815,815,815,875,0,1690,3,7,1,225,0,0,330,0,0,0,0,7,2006,ConLw,144000
1198,20,RL,9100,Inside,7,5,2001,2001,0,0,1212,1212,1212,0,0,1212,3,6,2,573,356,0,0,0,0,0,0,6,2009,WD,178000
1199,20,RL,11235,Inside,4,5,1963,1979,547,0,504,1051,1382,0,0,1382,3,6,2,459,0,82,0,0,0,0,0,10,2006,WD,148000
1200,20,RL,9353,Inside,4,5,1970,1970,0,0,864,864,864,0,0,864,3,5,1,280,0,0,0,0,0,0,0,7,2006,Oth,116050
1201,60,RL,10400,Corner,7,5,1998,1998,0,0,866,866,866,913,0,1779,3,6,2,546,198,36,0,0,0,0,0,3,2009,WD,197900
1202,50,RM,6000,Corner,5,8,1925,1997,0,0,884,884,884,464,0,1348,3,5,1,216,0,0,208,0,0,0,0,5,2009,WD,117000
1203,20,RL,9750,Inside,7,5,2000,2001,0,0,1630,1630,1630,0,0,1630,3,6,2,451,74,234,0,0,0,0,0,10,2009,WD,213000
1204,20,RL,10140,Inside,5,6,1975,1975,788,0,268,1056,1074,0,0,1074,3,6,2,495,0,88,0,0,0,0,0,7,2006,WD,153500
1205,20,RL,14684,CulDSac,7,7,1990,1991,485,177,1496,2158,2196,0,0,2196,3,7,3,701,84,70,0,0,0,0,0,6,2009,WD,271900
1206,20,RH,8900,Inside,4,4,1966,1966,1056,0,0,1056,1056,0,0,1056,2,5,1,384,0,42,0,0,0,0,0,11,2006,WD,107000
1207,20,RL,9135,Inside,6,5,2003,2003,340,0,1342,1682,1700,0,0,1700,3,7,2,544,192,23,0,0,0,0,0,5,2006,WD,200000
1208,20,RL,7763,Inside,5,7,1962,1980,504,108,319,931,1283,0,0,1283,3,6,2,506,0,0,0,0,0,0,0,10,2008,WD,140000
1209,20,RL,10182,CulDSac,8,5,2006,2006,1220,0,440,1660,1660,0,0,1660,3,8,2,500,322,50,0,0,0,0,0,5,2006,New,290000
1210,60,RL,11218,Inside,6,5,1992,1992,0,0,1055,1055,1055,790,0,1845,3,8,2,462,635,104,0,0,0,0,400,5,2010,WD,189000
1211,50,RL,12134,Inside,8,7,1988,2005,427,0,132,559,1080,672,0,1752,4,8,2,492,325,12,0,0,0,0,0,6,2010,WD,164000
1212,30,RL,9340,Inside,4,6,1941,1950,344,0,328,672,672,0,0,672,2,4,1,234,0,113,0,0,0,0,0,8,2009,WD,113000
1213,80,RL,10246,CulDSac,4,9,1965,2001,648,0,0,648,960,0,0,960,0,3,1,364,88,0,0,0,0,0,0,5,2006,WD,145000
1214,85,RL,10205,Inside,5,5,1962,1962,784,0,141,925,999,0,0,999,3,6,1,300,150,72,0,0,0,0,0,5,2006,WD,134500
1215,20,RL,7094,Inside,5,5,1966,1966,180,374,340,894,894,0,0,894,3,5,1,384,0,0,0,0,0,0,0,5,2007,WD,125000
1216,90,RM,8930,Inside,6,5,1978,1978,0,0,0,0,1318,584,0,1902,4,8,2,539,0,0,0,0,0,0,0,4,2010,WD,112000
1217,20,FV,8640,Inside,8,5,2009,2009,936,0,364,1300,1314,0,0,1314,3,6,2,552,135,112,0,0,0,0,0,9,2009,New,229456
1218,50,RM,6240,Inside,4,5,1947,1950,0,0,0,0,672,240,0,912,2,3,0,0,0,0,0,0,0,0,0,7,2006,WD,80500
1219,160,RM,1680,Inside,6,5,1971,1971,0,0,672,672,672,546,0,1218,3,7,0,0,201,0,0,0,0,0,0,4,2006,WD,91500
1220,20,RL,7800,Inside,5,5,1964,1964,312,600,0,912,912,0,0,912,2,5,1,288,0,0,0,0,0,0,0,11,2006,WD,115000
1221,20,RL,8250,Inside,5,5,1968,1968,250,492,210,952,1211,0,0,1211,3,5,1,322,0,63,0,0,0,0,0,8,2008,WD,134000
1222,50,RL,10496,Inside,6,6,1949,1950,196,0,844,1040,1168,678,0,1846,3,7,1,315,0,0,0,0,0,0,0,1,2007,WD,143000
1223,20,RL,10680,Inside,5,3,1951,1951,756,0,1380,2136,2136,0,0,2136,4,7,2,528,0,30,0,0,0,0,0,10,2006,WD,137900
1224,60,RL,15384,Inside,7,5,2004,2005,724,0,64,788,788,702,0,1490,3,8,2,388,100,75,0,0,0,0,0,2,2008,WD,184000
1225,80,RL,10482,Inside,6,8,1958,1958,507,0,81,588,1138,0,0,1138,3,6,1,264,224,0,0,0,0,0,0,6,2007,WD,145000
1226,60,RL,14598,CulDSac,6,5,2007,2007,0,0,894,894,894,1039,0,1933,4,9,3,668,100,18,0,0,0,0,0,1,2008,WD,214000
1227,20,RL,8872,Corner,5,8,1965,2008,595,0,317,912,912,0,0,912,2,5,2,576,0,240,0,0,0,0,0,12,2008,WD,147000
1228,120,RL,8769,Corner,9,5,2008,2008,1540,0,162,1702,1702,0,0,1702,1,7,3,1052,0,72,0,0,224,0,0,10,2008,New,367294
1229,80,RL,7910,Inside,5,5,1960,1960,666,0,409,1075,1507,0,0,1507,4,7,1,404,0,0,0,0,0,0,0,8,2008,WD,127000
1230,90,RL,18890,Inside,5,5,1977,1977,498,211,652,1361,1361,1259,0,2620,4,12,2,600,155,24,145,0,0,0,8300,8,2007,WD,190000
1231,90,RL,7728,Inside,5,6,1962,1962,803,0,303,1106,1190,0,0,1190,3,6,2,540,0,18,0,0,0,0,0,5,2006,WD,132500
1232,90,RL,9842,FR2,4,5,1962,1962,0,0,0,0,1224,0,0,1224,2,6,2,462,0,0,0,0,0,0,0,3,2007,WD,101800
1233,20,RL,12160,Inside,5,5,1959,1959,1000,0,188,1188,1188,0,0,1188,3,6,2,531,0,0,0,0,0,0,0,5,2010,COD,142000
1234,70,RH,8525,Inside,5,6,1911,1950,0,0,940,940,1024,940,0,1964,4,7,0,0,0,192,0,0,0,0,0,11,2008,WD,130000
1235,70,RL,13132,Inside,5,5,1914,1950,0,0,747,747,892,892,0,1784,4,9,1,180,203,40,0,0,0,0,0,7,2006,WD,138887
1236,160,RL,2628,Inside,7,5,2003,2003,0,0,764,764,764,862,0,1626,2,6,2,474,0,27,0,0,0,0,0,6,2010,WD,175500
1237,60,RL,12393,FR2,7,5,2004,2005,0,0,847,847,847,1101,0,1948,4,8,2,434,100,48,0,0,0,0,0,9,2006,WD,195000
1238,20,RL,13072,Inside,6,5,2005,2005,0,0,1141,1141,1141,0,0,1141,3,6,2,484,0,0,0,0,0,0,0,3,2006,WD,142500
1239,20,RL,9037,Inside,8,5,2006,2006,428,0,1048,1476,1484,0,0,1484,2,6,2,472,120,33,0,0,0,0,0,12,2007,WD,265900
1240,60,RL,8158,Inside,7,5,2003,2003,550,0,334,884,884,884,0,1768,3,8,2,543,0,63,0,0,0,0,0,7,2008,WD,224900
1241,20,RL,9849,Inside,7,6,2007,2007,0,0,1689,1689,1689,0,0,1689,3,7,3,954,0,56,0,0,0,0,0,6,2007,New,248328
1242,85,RL,10625,Inside,7,6,1974,1974,885,168,0,1053,1173,0,0,1173,3,6,2,528,0,120,0,0,0,0,0,1,2010,WD,170000
1243,20,RL,13891,Inside,10,5,2006,2006,1386,0,690,2076,2076,0,0,2076,2,7,3,850,216,229,0,0,0,0,0,9,2006,New,465000
1244,70,RL,11435,Corner,8,7,1929,1950,0,0,792,792,792,725,0,1517,3,7,2,400,0,0,0,0,0,0,0,6,2006,WD,230000
1245,80,RL,12090,Inside,6,7,1984,2003,0,0,585,585,1140,728,0,1868,3,7,2,477,268,112,0,0,147,0,0,1,2007,WD,178000
1246,60,FV,8125,Inside,7,5,2005,2006,0,0,756,756,756,797,0,1553,3,6,2,615,0,45,0,0,0,0,0,3,2006,New,186500
1247,80,RL,12328,Inside,6,5,1976,1976,539,0,473,1012,1034,0,0,1034,3,6,3,888,0,0,0,0,0,0,0,5,2010,WD,169900
1248,75,RM,9600,Inside,6,5,1917,1950,319,0,416,735,1134,924,0,2058,3,8,2,396,0,0,259,0,0,0,0,4,2008,WD,129500
1249,20,RL,7200,Inside,5,7,1950,1950,534,96,246,876,988,0,0,988,3,6,1,276,0,80,0,0,0,0,0,5,2007,WD,119000
1250,20,RL,11160,Corner,7,5,1968,1968,1065,0,1045,2110,2110,0,0,2110,3,8,2,522,0,0,0,0,0,0,0,4,2010,WD,244000
1251,120,RL,3136,Corner,7,5,2003,2003,0,0,1405,1405,1405,0,0,1405,2,6,2,478,148,36,0,0,0,0,0,3,2006,WD,171750
1252,20,RL,9858,Inside,5,6,1968,1968,510,0,354,864,874,0,0,874,3,5,1,288,33,0,0,0,0,0,600,11,2009,WD,130000
1253,60,RL,17542,Inside,7,7,1974,2003,125,1031,36,1192,1516,651,0,2167,3,9,2,518,220,47,0,0,0,0,0,7,2007,WD,294000
1254,60,RL,6931,Inside,7,5,2003,2004,0,0,746,746,760,896,0,1656,3,7,2,397,178,128,0,0,0,0,0,7,2008,WD,165400
1255,50,RM,6240,Inside,6,6,1931,1950,425,0,459,884,959,408,0,1367,3,6,1,560,0,0,0,0,120,0,0,11,2007,WD,127500
1256,20,RL,14303,Corner,8,5,1994,1994,1314,0,672,1986,1987,0,0,1987,2,7,2,691,262,36,0,0,0,0,0,8,2008,WD,301500
1257,30,RL,4060,Corner,5,8,1922,1950,0,0,864,864,864,0,0,864,2,4,0,0,0,96,0,0,0,0,0,7,2009,WD,99900
1258,80,RL,9587,Inside,7,5,2005,2005,655,0,201,856,1166,0,0,1166,2,5,2,400,212,0,0,0,0,0,0,7,2008,WD,190000
1259,20,RL,9750,FR2,6,8,1969,1969,602,438,14,1054,1054,0,0,1054,3,6,2,460,180,0,0,0,80,0,0,7,2008,WD,151000
1260,60,RL,24682,CulDSac,6,5,1999,1999,0,0,841,841,892,783,0,1675,3,7,2,502,0,103,0,0,0,0,0,6,2009,WD,181000
1261,20,RL,9600,Inside,5,6,1956,1956,504,0,546,1050,1050,0,0,1050,2,5,1,338,0,0,0,0,0,0,0,6,2009,WD,128900
1262,50,RL,11250,Inside,4,5,1957,1989,0,0,1104,1104,1104,684,0,1788,5,8,1,304,120,0,0,0,0,0,0,11,2009,WD,161500
1263,70,RL,13515,Inside,6,6,1919,1950,0,0,764,764,1060,764,0,1824,3,8,2,520,0,0,126,0,0,0,0,7,2007,WD,180500
1264,120,RH,4060,Inside,6,5,1998,1999,266,0,1139,1405,1337,0,0,1337,2,5,2,511,144,68,0,0,0,0,0,8,2008,COD,181000
1265,160,FV,3735,FR3,7,5,1999,1999,450,0,241,691,713,739,0,1452,3,6,2,506,0,34,0,0,0,0,0,3,2006,WD,183900
1266,190,RM,10120,Inside,7,4,1910,1950,0,0,925,925,964,925,0,1889,4,9,1,308,0,0,264,0,0,0,0,1,2007,WD,122000
1267,20,RL,13214,Inside,9,5,2008,2009,0,0,2002,2002,2018,0,0,2018,3,10,3,746,144,76,0,0,0,0,0,5,2010,WD,378500
